,time,open,high,low,close,tick_volume,spread,real_volume,ema_7,ema_21,ema_89,ema_200,time_sin,time_cos,price_diff,trendline_7,trendline_21,trendline_89,trendline_200,trend_7,trend_21,trend_89,trend_200,close_minus_trendline_7,close_minus_trendline_21,close_minus_trendline_89,close_minus_trendline_200,close_minus_ema7,close_minus_ema21,close_minus_ema89,close_minus_ema200
0,2004-12-13,105.53,105.58,104.53,104.7,12220,40,0,104.7,104.7,104.7,104.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2004-12-14,104.65,105.78,104.6,105.57,10345,40,0,104.9175,104.77909090909091,104.71933333333334,104.70865671641792,0.0,1.0,0.8699999999999903,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.6524999999999892,0.7909090909090821,0.8506666666666547,0.8613432835820731
2,2004-12-15,105.57,105.71,103.96,104.22,12740,40,0,104.74312499999999,104.72826446280992,104.70823703703704,104.70379446053316,0.0,1.0,-1.3499999999999943,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,-0.5231249999999932,-0.5082644628099189,-0.48823703703703814,-0.48379446053316144
3,2004-12-16,104.21,104.95,103.43,104.6,12951,40,0,104.70734375,104.71660405709993,104.70583176954732,104.70276167983134,0.0,1.0,0.37999999999999545,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,-0.1073437500000125,-0.11660405709993427,-0.1058317695473221,-0.10276167983134599
4,2004-12-17,104.6,104.71,104.06,104.16,11256,40,0,104.57050781250001,104.66600368827265,104.69370217466849,104.69736106610169,0.0,1.0,-0.4399999999999977,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,-0.4105078125000148,-0.5060036882726564,-0.5337021746684911,-0.5373610661016954
5,2004-12-20,104.03,104.49,103.88,104.16,7660,40,0,104.46788085937501,104.62000335297513,104.68184212634252,104.69201418982209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,-0.3078808593750182,-0.4600033529751357,-0.5218421263425199,-0.5320141898220925
6,2004-12-21,104.15,104.67,103.68,104.42,8690,40,0,104.45591064453127,104.6018212299774,104.67602341242379,104.68930758096815,0.0,1.0,0.2600000000000051,104.14857142857143,0.0,0.0,0.0,-1,-1,-1,-1,0.27142857142857224,0.0,0.0,0.0,-0.035910644531270464,-0.1818212299774018,-0.25602341242378657,-0.269307580968146
7,2004-12-22,104.43,104.48,103.89,104.22,7671,40,0,104.39693298339844,104.56711020907036,104.66588955881437,104.68463785379433,0.0,1.0,-0.20000000000000284,104.04035714285708,0.0,0.0,0.0,-1,-1,-1,-1,0.17964285714292316,0.0,0.0,0.0,-0.17693298339844432,-0.34711020907036527,-0.44588955881437187,-0.4646378537943292
8,2004-12-23,104.22,104.26,103.54,103.61,6690,40,0,104.20019973754884,104.48010019006396,104.64242534639627,104.67394493982623,0.0,1.0,-0.6099999999999994,103.94892857142855,0.0,0.0,0.0,-1,-1,-1,-1,-0.3389285714285535,0.0,0.0,0.0,-0.5901997375488435,-0.8701001900639653,-1.0324253463962663,-1.0639449398262286
9,2004-12-24,103.62,103.78,103.43,103.66,3893,40,0,104.06514980316163,104.40554562733087,104.6205936720319,104.66385593544985,0.0,1.0,0.04999999999999716,103.70499999999997,0.0,0.0,0.0,-1,-1,-1,-1,-0.044999999999973284,0.0,0.0,0.0,-0.40514980316163474,-0.7455456273308698,-0.960593672031905,-1.0038559354498489
10,2004-12-27,103.69,104.07,102.68,103.0,5037,40,0,103.79886235237123,104.27776875211896,104.58458047932008,104.64730015499761,0.0,1.0,-0.6599999999999966,103.32321428571426,0.0,0.0,0.0,-1,-1,-1,-1,-0.3232142857142577,0.0,0.0,0.0,-0.7988623523712306,-1.2777687521189591,-1.5845804793200813,-1.647300154997609
11,2004-12-28,102.99,103.31,102.8,103.01,5569,40,0,103.60164676427843,104.16251704738086,104.54958980200185,104.63100861116679,0.0,1.0,0.010000000000005116,102.99178571428567,0.0,0.0,0.0,-1,-1,-1,-1,0.018214285714336143,0.0,0.0,0.0,-0.5916467642784227,-1.1525170473808544,-1.5395898020018421,-1.6210086111667863
12,2004-12-29,103.02,104.25,103.02,103.73,7483,40,0,103.63373507320883,104.12319731580078,104.5313766952907,104.62204335135418,0.0,1.0,0.7199999999999989,103.11785714285709,0.0,0.0,0.0,1,-1,-1,-1,0.6121428571429135,0.0,0.0,0.0,0.0962649267911786,-0.39319731580077644,-0.8013766952906991,-0.8920433513541752
13,2004-12-30,103.74,104.18,102.83,103.08,7321,40,0,103.49530130490662,104.02836119618253,104.4991238798398,104.60669963641534,0.0,1.0,-0.6500000000000057,103.06249999999994,0.0,0.0,0.0,-1,-1,-1,-1,0.017500000000055138,0.0,0.0,0.0,-0.4153013049066203,-0.9483611961825318,-1.4191238798398018,-1.5266996364153442
14,2004-12-31,103.1,103.11,102.28,102.47,3986,40,0,103.23897597867997,103.88669199652956,104.45403223806558,104.5854389435157,0.0,1.0,-0.6099999999999994,102.81035714285711,0.0,0.0,0.0,-1,-1,-1,-1,-0.3403571428571155,0.0,0.0,0.0,-0.7689759786799755,-1.4166919965295648,-1.9840322380655806,-2.1154389435156986
15,2005-01-03,102.64,103.48,102.35,102.83,8906,30,0,103.13673198400998,103.79062908775414,104.41794263277522,104.56797188935137,0.0,1.0,0.35999999999999943,102.73857142857143,0.0,0.0,0.0,-1,-1,-1,-1,0.09142857142856542,0.0,0.0,0.0,-0.3067319840099856,-0.9606290877541426,-1.5879426327752242,-1.7379718893513711
16,2005-01-04,102.83,104.82,102.43,104.46,9487,30,0,103.46754898800748,103.85148098886741,104.41887724093577,104.56689754219366,0.0,1.0,1.6299999999999955,103.52142857142847,0.0,0.0,0.0,1,-1,-1,-1,0.938571428571521,0.0,0.0,0.0,0.9924510119925145,0.6085190111325858,0.04112275906422269,-0.10689754219366421
17,2005-01-05,104.46,105.03,103.75,104.11,9131,30,0,103.62816174100561,103.87498271715219,104.4120133022483,104.56235129799273,0.0,1.0,-0.3499999999999943,103.86749999999999,0.0,0.0,0.0,1,-1,-1,-1,0.24250000000000682,0.0,0.0,0.0,0.4818382589943866,0.23501728284780654,-0.30201330224829803,-0.45235129799273466
18,2005-01-06,104.13,105.2,103.89,104.93,9771,30,0,103.95362130575421,103.97089337922927,104.42352411775389,104.56600949403261,0.0,1.0,0.8200000000000074,104.47821428571426,0.0,0.0,0.0,1,-1,-1,-1,0.451785714285748,0.0,0.0,0.0,0.9763786942457955,0.9591066207707399,0.5064758822461215,0.3639905059673936
19,2005-01-07,104.95,105.17,103.86,104.92,9419,30,0,104.19521597931566,104.05717579929933,104.43455691513712,104.56953178762434,0.0,1.0,-0.010000000000005116,105.08428571428573,0.0,0.0,0.0,1,-1,-1,-1,-0.16428571428572525,0.0,0.0,0.0,0.7247840206843392,0.8628242007006719,0.48544308486287946,0.3504682123756595
20,2005-01-10,104.83,104.85,104.08,104.21,8157,30,0,104.19891198448674,104.07106890845392,104.42956676146741,104.56595435690171,0.0,1.0,-0.710000000000008,105.04749999999993,103.67891774891775,0.0,0.0,-1,-1,-1,-1,-0.8374999999999346,0.531082251082239,0.0,0.0,0.011088015513252003,0.13893109154606975,-0.21956676146741927,-0.3559543569017194
21,2005-01-11,104.21,104.32,103.11,103.36,8932,30,0,103.98918398836506,104.00642628041265,104.40579861121257,104.5539548110619,0.0,1.0,-0.8499999999999943,104.32071428571423,103.63108225108226,0.0,0.0,-1,-1,-1,-1,-0.9607142857142321,-0.27108225108226236,0.0,0.0,-0.6291839883650567,-0.6464262804126548,-1.0457986112125752,-1.1939548110619
22,2005-01-12,103.37,103.56,102.14,102.42,9167,30,0,103.59688799127379,103.86220570946605,104.36166975318562,104.53272142985732,0.0,1.0,-0.9399999999999977,103.16499999999995,103.51666666666668,0.0,0.0,-1,-1,-1,-1,-0.7449999999999477,-1.0966666666666782,0.0,0.0,-1.1768879912737873,-1.4422057094660516,-1.9416697531856215,-2.1127214298573165
23,2005-01-13,102.43,102.87,102.24,102.43,8694,30,0,103.30516599345535,103.73200519042368,104.31874375867038,104.51179882856522,0.0,1.0,0.010000000000005116,102.5235714285714,103.31636363636362,0.0,0.0,-1,-1,-1,-1,-0.09357142857139422,-0.8863636363636118,0.0,0.0,-0.8751659934553402,-1.302005190423671,-1.8887437586703726,-2.081798828565212
24,2005-01-14,102.44,103.18,101.77,102.06,9501,30,0,102.9938744950915,103.58000471856698,104.26854945292214,104.4874028203208,0.0,1.0,-0.37000000000000455,101.82785714285714,103.10982683982684,0.0,0.0,-1,-1,-1,-1,0.2321428571428612,-1.0498268398268351,0.0,0.0,-0.9338744950915014,-1.5200047185669803,-2.208549452922142,-2.4274028203207934
25,2005-01-17,102.04,102.31,101.67,102.23,7603,30,0,102.80290587131863,103.45727701687908,104.22324835396832,104.46494110071562,0.0,1.0,0.1700000000000017,101.66499999999998,102.92454545454544,0.0,0.0,-1,-1,-1,-1,0.5650000000000261,-0.6945454545454339,0.0,0.0,-0.5729058713186248,-1.2272770168790714,-1.993248353968312,-2.2349411007156164
26,2005-01-18,102.23,103.02,102.11,102.19,8900,30,0,102.64967940348897,103.34207001534462,104.17806505721346,104.44230487085777,0.0,1.0,-0.04000000000000625,101.77000000000001,102.75722943722943,0.0,0.0,1,-1,-1,-1,0.4199999999999875,-0.5672294372294289,0.0,0.0,-0.45967940348897685,-1.15207001534462,-1.9880650572134613,-2.2523048708577704
27,2005-01-19,102.19,102.99,102.03,102.83,8890,30,0,102.69475955261673,103.29551819576783,104.14810805594205,104.42626203632187,0.0,1.0,0.6400000000000006,102.26178571428565,102.7538528138528,0.0,0.0,1,-1,-1,-1,0.5682142857143475,0.07614718614719607,0.0,0.0,0.1352404473832678,-0.46551819576782805,-1.318108055942048,-1.5962620363218747
28,2005-01-20,102.83,103.62,102.48,103.41,9613,30,0,102.87356966446254,103.3059256325162,104.13170565469889,104.41614997625898,0.0,1.0,0.5799999999999983,102.92785714285715,102.85502164502164,0.0,0.0,1,1,-1,-1,0.482142857142847,0.5549783549783598,0.0,0.0,0.5364303355374602,0.10407436748378984,-0.7217056546988943,-1.0061499762589818
29,2005-01-21,103.4,103.94,102.56,102.66,8742,30,0,102.82017724834691,103.24720512046927,104.09900108459448,104.39867584714199,0.0,1.0,-0.75,102.97178571428572,102.77549783549784,0.0,0.0,1,-1,-1,-1,-0.311785714285719,-0.1154978354978482,0.0,0.0,-0.16017724834691194,-0.5872051204692781,-1.43900108459448,-1.738675847141991
30,2005-01-24,102.83,103.03,102.53,102.67,8254,30,0,102.78263293626019,103.19473192769934,104.06724550493682,104.38147509244406,0.0,1.0,0.010000000000005116,102.99749999999992,102.71484848484849,0.0,0.0,1,-1,-1,-1,-0.3274999999999153,-0.04484848484848669,0.0,0.0,-0.11263293626018367,-0.5247319276993352,-1.3972455049368193,-1.7114750924440614
31,2005-01-25,102.66,104.36,102.5,103.97,8909,30,0,103.07947470219514,103.26521084336304,104.065084493716,104.37738081291727,0.0,1.0,1.2999999999999972,103.4953571428571,102.83493506493508,0.0,0.0,1,1,-1,-1,0.47464285714289645,1.1350649350649178,0.0,0.0,0.8905252978048566,0.7047891566369628,-0.09508449371600136,-0.4073808129172676
32,2005-01-26,103.98,104.09,102.76,103.15,8803,30,0,103.09710602664634,103.25473713033003,104.04474928274453,104.36516806851014,0.0,1.0,-0.8199999999999932,103.45642857142857,102.79783549783546,0.0,0.0,-1,-1,-1,-1,-0.30642857142856883,0.3521645021645412,0.0,0.0,0.05289397335366175,-0.10473713033002241,-0.8947492827445274,-1.2151680685101383
33,2005-01-27,103.16,103.55,102.36,102.82,9030,30,0,103.02782951998476,103.2152155730273,104.01753263201687,104.34979326185831,0.0,1.0,-0.3300000000000125,103.1542857142857,102.76891774891774,0.0,0.0,-1,-1,-1,-1,-0.33428571428571274,0.051082251082249286,0.0,0.0,-0.20782951998477017,-0.3952155730273006,-1.1975326320168733,-1.529793261858316
34,2005-01-28,102.85,103.79,102.72,103.31,8410,30,0,103.09837213998857,103.22383233911572,104.0018096846387,104.33944706024779,0.0,1.0,0.4900000000000091,103.19500000000002,102.77688311688311,0.0,0.0,1,1,-1,-1,0.11499999999998067,0.5331168831168895,0.0,0.0,0.21162786001143274,0.08616766088428562,-0.6918096846386987,-1.02944706024779
35,2005-01-31,103.68,103.82,103.34,103.62,8163,30,0,103.22877910499143,103.25984758101428,103.99332502498007,104.3322883830314,0.0,1.0,0.3100000000000023,103.49392857142854,102.7787878787879,0.0,0.0,1,1,-1,-1,0.12607142857146414,0.8412121212121093,0.0,0.0,0.3912208950085727,0.36015241898572015,-0.3733250249800619,-0.7122883830313924
36,2005-02-01,103.61,104.11,103.49,103.67,8172,30,0,103.33908432874358,103.29713416455843,103.98614002442496,104.32569844887189,0.0,1.0,0.04999999999999716,103.5792857142857,102.80891774891774,0.0,0.0,1,1,-1,-1,0.09071428571429863,0.8610822510822658,0.0,0.0,0.3309156712564203,0.3728658354415728,-0.3161400244249535,-0.6556984488718882
37,2005-02-02,103.68,104.1,103.35,103.72,8194,30,0,103.43431324655768,103.33557651323494,103.98022580165994,104.31967159863436,0.0,1.0,0.04999999999999716,103.58249999999995,102.99225108225104,0.0,0.0,1,1,-1,-1,0.13750000000004547,0.7277489177489542,0.0,0.0,0.2856867534423202,0.38442348676505844,-0.26022580165994214,-0.5996715986343588
38,2005-02-03,103.72,104.75,103.65,104.49,8797,30,0,103.69823493491826,103.44052410294086,103.99155411717861,104.32136640859821,0.0,1.0,0.769999999999996,104.20214285714283,103.28852813852814,0.0,0.0,1,1,-1,-1,0.28785714285716324,1.201471861471859,0.0,0.0,0.7917650650817336,1.0494758970591391,0.498445882821386,0.16863359140178602
39,2005-02-04,104.5,104.64,103.47,104.11,9035,30,0,103.8011762011887,103.50138554812806,103.99418624790796,104.31926326025395,0.0,1.0,-0.37999999999999545,104.35535714285713,103.59051948051948,0.0,0.0,1,1,-1,-1,-0.24535714285713084,0.5194805194805241,0.0,0.0,0.3088237988113036,0.6086144518719436,0.1158137520920377,-0.20926326025394815
40,2005-02-07,104.6,105.08,104.04,104.85,8467,30,0,104.06338215089153,103.6239868619346,104.01320433128778,104.3245442228385,0.0,1.0,0.7399999999999949,104.65499999999999,104.03354978354977,0.0,0.0,1,1,-1,-1,0.1950000000000074,0.816450216450221,0.0,0.0,0.7866178491084668,1.2260131380653974,0.8367956687122131,0.5254557771614969
41,2005-02-08,104.84,105.97,104.78,105.83,8901,30,0,104.50503661316864,103.82453351084963,104.05357756837027,104.33952388231273,0.0,1.0,0.980000000000004,105.33214285714286,104.5838095238095,0.0,0.0,1,1,-1,-1,0.4978571428571428,1.2461904761904918,0.0,0.0,1.3249633868313566,2.005466489150365,1.776422431629726,1.4904761176872654
42,2005-02-09,105.81,106.0,105.32,105.56,8904,30,0,104.76877745987649,103.98230319168148,104.08705362240649,104.35166792328475,0.0,1.0,-0.269999999999996,105.70249999999996,104.98415584415584,0.0,0.0,1,1,-1,-1,-0.14249999999995566,0.575844155844166,0.0,0.0,0.7912225401235133,1.577696808318521,1.4729463775935159,1.2083320767152514
43,2005-02-10,105.57,106.88,105.35,105.83,9157,30,0,105.03408309490736,104.15027562880135,104.12578576413078,104.36637769519237,0.0,1.0,0.269999999999996,106.00464285714285,105.31432900432897,0.0,0.0,1,1,-1,-1,-0.17464285714285666,0.5156709956710301,0.0,0.0,0.7959169050926391,1.6797243711986454,1.704214235869216,1.463622304807629
44,2005-02-11,105.83,105.93,105.48,105.72,7794,30,0,105.20556232118051,104.29297784436486,104.16121274715009,104.37984657384717,0.0,1.0,-0.10999999999999943,106.03857142857142,105.581645021645,0.0,0.0,1,1,-1,-1,-0.31857142857141696,0.13835497835499666,0.0,0.0,0.5144376788194904,1.427022155635143,1.5587872528499105,1.340153426152824
45,2005-02-14,105.5,105.61,104.65,105.09,8326,30,0,105.17667174088538,104.36543440396804,104.18185246388009,104.38691277709248,0.0,1.0,-0.6299999999999955,105.78571428571426,105.6591774891775,0.0,0.0,-1,1,-1,-1,-0.69571428571426,-0.5691774891774912,0.0,0.0,-0.08667174088537877,0.7245655960319652,0.9081475361199125,0.7030872229075271
